EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
LEGGETT & PLATT INC;58492;HOUSEHOLD FURNITURE [2510];2016;0.246;;385800000;;487100000;;;-22600000;300000;385800000;;;;;;;;899200000;;19100000;363600000;;120000000;;;363300000;400000;386200000;;487100000;;;;
VECTOR GROUP LTD;59440;CIGARETTES [2111];2016;;359000;68886000;;126429000;;44250000;-2932000;6139000;71127000;;;-2754000;;6991000;232997000;;;;;74334000;1690949000;49163000;2569000;;68195000;6139000;77266000;;;;;;1097344000
Lilly Eli & Co;59478;PHARMACEUTICAL PREPARATIONS [2834];2016;;58300000;;;;;1180900000;-645100000;;;;;;;;;;;;;2092500000;;636400000;;;2092500000;;;;;;;;
LINCOLN ELECTRIC HOLDINGS INC;59527;METALWORKING MACHINERY & EQUIPMENT [3540];2016;0.2849;;198399000;;277388000;;97086000;-32876000;-132000;;;-8128000;2928000;5192000;5554000;288274000;;789298000;;;165497000;;79015000;;;165629000;-26000;198373000;;;;;;1485316000
LINCOLN TIOL CORP;59558;LIFE INSURANCE [6311];2016;0.18;28000000;1192000000;;1458000000;;5.10E+08;721000000;;1192000000;;;;;;;;;;;1913000000;;266000000;;;1913000000;;1192000000;-14000000;1458000000;;;;
AMERICAN VANGUARD CORP;5981;AGRICULTURE CHEMICALS [2870];2016;;335000;12788000;;18917000;;;;236000;12788000;;-1587000;-353000;14000;702000;20540000;;128288000;;;11714000;312113000;5540000;;107748000;11478000;236000;13024000;;18917000;;;;183825000
LOEWS CORP;60086;FIRE, MARINE & CASUALTY INSURANCE [6331];2016;;;654000000;;936000000;;3.28E+08;153000000;81000000;654000000;;4.00E+07;41000000;;;;;;;;869000000;;220000000;;;788000000;62000000;716000000;;936000000;;;;
LOUISIA-PACIFIC CORP;60519;LUMBER & WOOD PRODUCTS (NO FURNITURE) [2400];2016;0.12;;;;164900000;;;8900000;;149800000;2029400000;;5200000;;;204000000;;;;-500000;158700000;;19800000;;;158700000;;149800000;;164900000;;;;1724000000
LOWES COMPANIES INC;60667;RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS [5211];2016;0.405;;;;;;;154000000;;;;;;;;;;;;;;;2108000000;;;;;;;;;;;
LYDALL INC /DE/;60977;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2016;0.324;;37187000;;54939000;;;-13365000;;37187000;;-1300000;69000;;;54792000;;138542000;;;23822000;566852000;17821000;;;23822000;;37187000;;54939000;;;;428310000
LGL GROUP INC;61004;ELECTRONIC COMPONENTS, NEC [3679];2016;;123000;;;-17000;;-8000;-43000;;148000;;11000;;;-25000;-161000;;;;;105000;;-165000;6000;;;;148000;;-17000;;;;
AMPCO PITTSBURGH CORP;6176;PUMPS & PUMPING EQUIPMENT [3561];2016;;0;;;-57520000;;-19984000;;-103000;-79820000;;1790000;423000;;-1535000;-54530000;;;;;-83209000;;22712000;;386396000;-83106000;11000;-79809000;114000;-57520000;;;;
MANITOWOC CO INC;61986;CONSTRUCTION MACHINERY & EQUIP [3531];2016;-0.375;;-375800000;;-268100000;;;-23100000;0;-375800000;406600000;;;;;-153300000;;253300000;;0;-398900000;1600000000;100500000;;;-398900000;0;-375800000;;-268100000;;;;1359800000
MARCUS CORP;62234;HOTELS & MOTELS [7011];2016;0.378;;;;60533000;;;155000;-363000;37902000;473910000;;301000;;;69954000;;;;;37694000;543864000;22994000;;;38057000;-363000;37539000;;;;;;
MARSH & MCLENN COMPANIES  INC.;62709;INSURANCE AGENTS BROKERS & SERVICES [6411];2016;0.276;;1768000000;;;;;-873000000;27000000;1768000000;;;;;;;;;;0;922000000;;685000000;;;895000000;27000000;1795000000;;;;;;
MASCO CORP /DE/;62996;MILLWOOD, VENEER, PLYWOOD & STRUCTURAL WOOD MEMBERS [2430];2016;0.36;;485000000;;830000000;;;-80000000;33000000;491000000;;;;;;1053000000;;;;0;454000000;;296000000;;;421000000;43000000;534000000;;;;;;
MATTEL INC /DE/;63276;DOLLS & STUFFED TOYS [3942];2016;;;318022000;;409742000;;143410000;-94130000;;318022000;;-51711000;;4955000;3385000;519233000;;;;;223892000;;91720000;;;223892000;;318022000;;409742000;;;;
MAUI LAND & PINEAPPLE CO INC;63330;REAL ESTATE [6500];2016;;;21814000;;;;7635000;;;21814000;;;;;;23470000;;;;;28186000;47364000;;;23894000;28186000;;21814000;;;;;;947000
MCCORMICK & CO INC;63754;MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS [2090];2016;0.26;;472300000;;589200000;;;-110100000;;472300000;;;36100000;;;641000000;;1831700000;;;360900000;;153000000;;;360900000;1300000;472300000;;589200000;;;;
MCDOLDS CORP;63908;RETAIL-EATING PLACES [5812];2016;0.317;;;;;;;-213100000;;;;;54800000;;;;;;;;;;;;;;;;;;;;;
MECHANICAL TECHNOLOGY INC;64463;MEASURING & CONTROLLING DEVICES, NEC [3829];2016;-0.02;;-359000;;-368000;;;;;-359000;;;;;;-361000;;;;;;;-9000;;;;;-359000;;;;;;2722000
MERCURY GENERAL CORP;64996;FIRE, MARINE & CASUALTY INSURANCE [6331];2016;;;73044000;;70724000;;24753000;;;73044000;;;;-783000;1907000;;;;;;;;-2320000;303000;;;;73044000;;70724000;;;;
Siebert Fincial Corp;65596;SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211];2016;;;-5578000;;;;-1897000;;;-5578000;;;;19000;-400000;-5578000;;;;0;;9812000;0;;15390000;;;-5578000;;;;;;
MIDDLESEX WATER CO;66004;WATER SUPPLY [4941];2016;;;22598000;;34477000;;12007000;;;22742000;;;;;770000;40632000;;;;;;132906000;11735000;;92274000;;;22742000;;;;;;
MSA SAFETY INCORPORATED;66570;ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842];2016;0.381;;;;151911000;;;-20395000;3578000;91936000;;;;;;164192000;;523643000;;-245000;73467000;1149530000;57804000;;;69889000;1926000;93862000;;151911000;;;;625887000
3M Company;66740;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2016;0.283;;;29000000;;;;-888000000;6000000;;;;;;;;;;;;;;1995000000;;;;8000000;;;;;;;
ALLETE INC;66756;ELECTRIC & OTHER SERVICES COMBINED [4931];2016;0.113;;;;175600000;;61500000;-3700000;500000;155300000;1116200000;;18500000;-1900000;5600000;223500000;;;;;152100000;1339700000;19800000;;334100000;151600000;500000;155800000;;;;;;144700000
MOCON INC;67279;MEASURING & CONTROLLING DEVICES, NEC [3829];2016;0.25;;5000000;;6666000;;;;;5000000;;;;;;6295000;;35657000;;;4326000;63311000;1666000;;;4326000;;5000000;;6666000;;;;27654000
APACHE CORP;6769;CRUDE PETROLEUM & TURAL GAS [1311];2016;;;-1405000000;;-1682000000;;-5.89E+08;7000000;132000000;;;3.03E+08;;40000000;-19000000;-803000000;;;;-33000000;-1266000000;;-442000000;;;-1398000000;132000000;-1273000000;-19000000;-1682000000;;;;
MDU RESOURCES GROUP INC;67716;MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400];2016;0.285;;63748000;;326228000;-3028000;114179000;1415000;;;;;;;9027000;409120000;;;;-300354000;-65843000;;93132000;;;65848000;;-67258000;;;;;;
Motorola Solutions  Inc.;68505;RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663];2016;0.334;;;;844000000;;2.95E+08;-451000000;;560000000;;-2.50E+07;;;26000000;1067000000;;;;0;111000000;;282000000;;;109000000;2000000;562000000;;844000000;;;;
QWEST CORP;68622;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2016;0.385;;1085000000;;1763000000;;;;;;;;;;;;;;;;;;678000000;;;;;1085000000;;;;;;
MTS SYSTEMS CORP;;MEASURING & CONTROLLING DEVICES, NEC [3829];2016;0.18;;27494000;;33512000;;;;;27494000;;;;;;41763000;;231404000;;;22698000;650147000;6018000;;189641000;22698000;;27494000;;33512000;;;;418743000
STAGE STORES INC;6885;RETAIL-FAMILY CLOTHING STORES [5651];2016;;1921000;;;;;-22072000;;;;;;;;-1084000;;;;;;;;;;;;;;;;;;;
FULTON FINCIAL CORP;700564;TIOL COMMERCIAL BANKS [6021];2016;0.224;;161625000;;208249000;;;-16432000;;161625000;;;;;;;;;;;145193000;603100000;46624000;;;145193000;;161625000;;208249000;;;;
FIRST MID ILLINOIS BANCSHARES INC;700565;STATE COMMERCIAL BANKS [6022];2016;;;21015000;;33780000;;11823000;-6484000;;21840000;;;;0;1628000;;;;;;15356000;75496000;11940000;;;15356000;;21840000;;33780000;;;;
VICTORY ENERGY CORP;700764;CRUDE PETROLEUM & TURAL GAS [1311];2016;0;;;;-1906599;;;;;-1851624;2219258;;;;;-1778455;;;;;;440803;0;;;;-54975;-1906599;;-1906599;;;;
RCM TECHNOLOGIES INC;700841;SERVICES-HELP SUPPLY SERVICES [7363];2016;0.468;;1758000;;3302000;;;;;1758000;;;;;;4115000;;47030000;;;2025000;176448000;1544000;;42915000;2025000;;1758000;;3302000;;;;129418000
MYR GROUP INC.;700923;WATER, SEWER, PIPELINE, COMM AND POWER LINE CONSTRUCTION [1623];2016;0.441;;21431000;;38345000;;;-549000;;21431000;;;;;;38754000;;134723000;;;20882000;1142487000;16914000;;;20882000;;21431000;;38345000;;;;1007764000
ATRION CORP;701288;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2016;;;27581000;;39266000;;13743000;-757000;;27581000;;;;134000;730000;39126000;;67630000;;;26824000;143487000;11685000;;28504000;26824000;;27581000;;39266000;;;;75857000
CENTRAL PACIFIC FINCIAL CORP;701347;STATE COMMERCIAL BANKS [6022];2016;;899000;46992000;;72220000;;25260000;-1724000;;46992000;;;723000;;2981000;;;;;;45268000;167139000;25228000;;;45268000;;46992000;;;;;;
Six Flags Entertainment Corp;701374;SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990];2016;;;118302000;;233266000;;81643000;-626000;38425000;118302000;;380000;;0;648000;;;;;0;156101000;1319398000;76539000;2127000;;117676000;38425000;156727000;;233266000;;;;109579000
BANCORPSOUTH INC;701853;STATE COMMERCIAL BANKS [6022];2016;;1999000;132728000;;196444000;;68755000;-9112000;;132728000;;;;212000;4875000;;;;;;123616000;483179000;63716000;;;123616000;;132728000;;196444000;;;;
L Brands  Inc.;701985;RETAIL-WOMEN'S CLOTHING STORES [5621];2016;0.317;;1158000000;;1696000000;;;-28000000;;1158000000;;;;;;2003000000;;;;;1130000000;;538000000;;;1130000000;;1158000000;;;;;;
NORFOLK SOUTHERN CORP;702165;RAILROADS, LINE-HAUL OPERATING [4011];2016;0.354;;1663000000;;;;9.04E+08;-42000000;;;;;;-36000000;70000000;;;;;;1626000000;;914000000;;;;;1668000000;;;;;;
FIRST MIDWEST BANCORP INC;702325;TIOL COMMERCIAL BANKS [6021];2016;0.333;;91306000;;138520000;;48482000;-12521000;;;;;;;4323000;;;;;;79828000;378332000;46171000;;;79828000;;92349000;;138520000;;;;
Bank of Commerce Holdings;702513;STATE COMMERCIAL BANKS [6022];2016;0.2713;;5259000;;7217000;;;-405000;;5259000;;;;;;;;;;;4854000;41009000;1958000;;;4854000;;5259000;;7217000;;;;
TENET HEALTHCARE CORP;70318;SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC [8062];2016;;;-192000000;;248000000;;8.70E+07;-94000000;368000000;;;;131000000;;16000000;1219000000;;;;-5000000;82000000;;67000000;;;-286000000;368000000;176000000;-9000000;;;;;
LAWSON PRODUCTS INC/NEW/DE/;703604;WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES [5080];2016;-0.064;;-1629000;;-1531000;;;;;-1629000;;;;;;-1457000;;168062000;;0;-1202000;276573000;98000;;169519000;-1202000;;-1629000;;-1531000;;;;108511000
TRECORA RESOURCES;7039;PETROLEUM REFINING [2911];2016;;;;;29932000;;10476000;0;;19428000;;;-1479000;;285000;18707000;;39902000;;;19428000;212399000;10504000;;;;0;19428000;;;;;;172497000
GP STRATEGIES CORP;70415;SERVICES-EDUCATIOL SERVICES [8200];2016;0.326;;20247000;;30034000;;;;;20247000;;;;;;31424000;;80157000;;;11586000;490559000;9787000;;;11586000;;20247000;;30034000;;;;410402000
tiol Research Corporation;70487;SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731];2016;;165000;;;31356000;;10975000;;;20518000;;-129000;;156000;436000;31197000;;;;;20887000;109384000;10838000;;78187000;20887000;;20518000;;31356000;;;;
SOUTHSIDE BANCSHARES INC;705432;STATE COMMERCIAL BANKS [6022];2016;0.173;;49349000;;59674000;;20886000;-19810000;;49349000;;;;;71000;;;;;;29539000;168913000;10325000;;;;;49349000;;59674000;;;;
HORIZON BANCORP /IN/;706129;TIOL COMMERCIAL BANKS [6021];2016;;;23870000;;32713000;;11450000;;;23912000;;;;;;;;;42000;;18991000;106529000;8801000;;;18991000;;23912000;;;;;;
AARON'S INC;706688;SERVICES-EQUIPMENT RENTAL & LEASING, NEC [7359];2016;0.362;;139283000;;218422000;;;-14000;;139283000;;;;;;242676000;;;;;139269000;;79139000;;1351785000;139269000;;139283000;;218422000;;;;
UNION BANKSHARES INC;706863;STATE COMMERCIAL BANKS [6022];2016;;;8511000;;10544000;;3585000;-977000;;8511000;;;;;;;;;;;7534000;26836000;2033000;;;7534000;;8511000;;10544000;;;;
Old tiol Bancorp /IN/;707179;TIOL COMMERCIAL BANKS [6021];2016;0.33;;134264000;;200426000;;70149000;-24575000;;134264000;;;;;3461000;;;;;;109689000;447134000;66162000;;;109689000;;134264000;;;;;;
DIGIRAD CORP;707388;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2016;-6.265;;;;1885000;;;188000;;14302000;;;;;;3085000;;35773000;;;14490000;125467000;-12417000;;32688000;14490000;;14302000;;;;;;89694000
REGENERX BIOPHARMACEUTICALS INC;707511;PHARMACEUTICAL PREPARATIONS [2834];2016;;;229125;;;;78000;;;229125;;;;;12000;-1674019;;;;;;93308;0;;1767327;;;229125;;;;;;
AMERISERV FINCIAL INC /PA/;707605;TIOL COMMERCIAL BANKS [6021];2016;0.28;;2295000;;3207000;;1090000;;;2310000;;;;62000;;;;;;;-1712000;41869000;897000;;;-1712000;;2310000;;3207000;;;;
ARCHER DANIELS MIDLAND CO;7084;FATS & OILS [2070];2016;0.293;;;;1822000000;;;-453000000;8000000;1279000000;;;292000000;;;;;;;;835000000;;534000000;;;827000000;9000000;1288000000;;;;;;
BANK OF AMERICA CORP /DE/;70858;TIOL COMMERCIAL BANKS [6021];2016;0.288;1203000000;;;;;8.80E+12;;;;;-3.07E+08;;;420000000;;;;;;;;;180000000;;;;;;;;;;
NCR CORP;70866;CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS) [3578];2016;;;221000000;;379000000;0;1.33E+08;-60000000;-1000000;270000000;;-2.60E+07;0;;;599000000;;;;-13000000;214000000;;92000000;0;;215000000;4000000;274000000;;379000000;;;;
CASS INFORMATION SYSTEMS INC;708781;SERVICES-BUSINESS SERVICES, NEC [7389];2016;;;24348000;;32064000;;11223000;-7879000;;24348000;;;;;623000;;;;;;16469000;125537000;7716000;;;16469000;;24348000;;32064000;;;;
FIRST FINCIAL BANCORP /OH/;708955;TIOL COMMERCIAL BANKS [6021];2016;;2691000;88526000;;130731000;;45756000;2137000;;88526000;;;;;741000;;;;;;-2079000;305950000;42205000;;;90663000;;88526000;;130731000;;;;
NOBLE ROMANS INC;709005;RETAIL-EATING PLACES [5812];2016;;;-870840;;;;;;;-870840;;;;;;3077353;;;;-1659867;;7836485;487880;;4759132;;;-870840;;;;;;
PHOTOMEDEX INC;711665;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2016;0.34;;;;-12377000;;-4208000;;;-13264000;;-173000;;18000;-476000;-11992000;;30311000;;-125000;-16074000;38397000;762000;;42303000;-16074000;;-13264000;;-12377000;;;;8086000
ACCO BRANDS CORP;712034;BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDING & RELATED WORK [2780];2016;0.237;;95500000;;125100000;;43800000;;;95500000;;-4600000;2100000;500000;2400000;167300000;;515100000;;;105300000;1557100000;29600000;;347800000;105300000;;95500000;;;;;;1042000000
FIRST MERCHANTS CORP;712534;TIOL COMMERCIAL BANKS [6021];2016;;564000;81051000;;108660000;;38031000;-12219000;;81051000;;;;;;;;;;;68832000;253312000;27609000;;;68832000;;81051000;;;;;;
FIRST COMMONWEALTH FINCIAL CORP /PA/;712537;TIOL COMMERCIAL BANKS [6021];2016;0.3;0;59590000;;85229000;;29830000;-4641000;;59590000;;;;;;;;;;;54949000;217614000;25639000;;;54949000;;59590000;;85229000;;;;
ONE LIBERTY PROPERTIES INC;712770;REAL ESTATE INVESTMENT TRUSTS [6798];2016;;;23423000;;;;;2916000;;24422000;;;1005000;;;31693000;;;;;27397000;70588000;;;38895000;27333000;59000;24481000;;;;;;
ConnectOne Bancorp  Inc.;712771;STATE COMMERCIAL BANKS [6022];2016;0.36;;31060000;;42858000;;1.50E+07;1763000;;31082000;;;;87000;-701000;;;;22000;;32845000;161241000;11776000;;;32845000;;31082000;;42858000;;;;
FARMERS CAPITAL BANK CORP;713095;TIOL COMMERCIAL BANKS [6021];2016;0.279;;16605000;;23046000;;;;;16605000;;;;;;;;;;;10415000;59371000;6441000;;;10415000;;16605000;;;;;;
DNB FINCIAL CORP /PA/;713671;TIOL COMMERCIAL BANKS [6021];2016;0.273;;4979000;;6848000;;2328000;;;4979000;;;;261000;;;;;;;4690000;29179000;1869000;;;4690000;;4979000;;6848000;;;;
PNC FINCIAL SERVICES GROUP  INC.;713676;TIOL COMMERCIAL BANKS [6021];2016;0.241;;;;;;;-395000000;82000000;;;;361000000;;;;;;6000000;;;;1268000000;;;;82000000;;;;;;;
WOUND MAGEMENT TECHNOLOGIES  INC.;714256;ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842];2016;;;-677463;;;;141354;;;-415747;;;;-1720;;-272133;;4564274;;;;5507853;0;;4836407;;;-415747;;;;;;943579
SORL Auto Parts Inc;714284;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2016;0.1327;;19219394;;24621323;;;;;19219394;;;;;;23192269;3041701;72904281;;;10748691;272120504;3266413;;52753713;9673797;2135516;19219394;;24621323;;;;199216223
Valley tiol Bancorp;714310;TIOL COMMERCIAL BANKS [6021];2016;;25954000;160958000;;233380000;;81683000;3602000;;168146000;;;;-2041000;19197000;;;;;;171748000;766923000;65234000;;;171748000;;168146000;0;233380000;;;;
GERMAN AMERICAN BANCORP  INC.;714395;STATE COMMERCIAL BANKS [6022];2016;;621000;35184000;;49130000;;17195000;-10216000;;35184000;;;;;564000;;;;;;24968000;103365000;13946000;;;;;35184000;;49130000;;;;
FIRST FINCIAL CORP /IN/;714562;STATE COMMERCIAL BANKS [6022];2016;;;38413000;;58296000;;20403000;-4763000;;38413000;;;;-108000;1978000;;;;;;33650000;109380000;19883000;;;33650000;;38413000;;;;;;
DST SYSTEMS INC;714603;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2016;0.362;5000000;427300000;;279200000;;97700000;;;427300000;1213400000;2500000;27200000;;5900000;247300000;;;;248300000;402000000;1556700000;101100000;;;402000000;-900000;426400000;1700000;;;;;
JUNIATA VALLEY FINCIAL CORP;714712;STATE COMMERCIAL BANKS [6022];2016;0.137;572000;5156000;;5975000;;2032000;-1006000;;5156000;;;222000;;;;;;;;4150000;20469000;819000;;;4150000;;5156000;;;;;;
RESANT CORP;715072;STATE COMMERCIAL BANKS [6022];2016;;;90930000;;135777000;;47522000;-6369000;;90930000;;;;;1747000;;;;;;84561000;329138000;44847000;;;84561000;;90930000;;135777000;;;;
NEW ULM TELECOM INC;71557;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2016;0.416;;;;4887627;;;5107;;2854487;36910253;;;;;5408893;;;;;2859594;42319146;2033140;;;2859594;;2854487;;;;;;8092935
INTERFACE INC;715787;CARPETS AND RUGS [2273];2016;0.316;494000;54162000;;79136000;;27698000;;;54162000;;-3963000;;;1861000;84937000;;368644000;;;23579000;958617000;24974000;;;23579000;;54162000;;79136000;;;;589973000
YRC Worldwide Inc.;716006;TRUCKING (NO LOCAL) [4213];2016;0.126;;21500000;;24600000;;;-64900000;;;;;-400000;;;124300000;;;;;-43400000;;3100000;;;-43400000;;21500000;;;;;;
CINCINTI BELL INC.;716133;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2016;0.375;;91700000;;162900000;;;;;102100000;1092800000;;;;;93000000;;;10400000;300000;182800000;1185800000;61100000;;;182800000;;102100000;;;;;;506400000
PENNS WOODS BANCORP INC;716605;STATE COMMERCIAL BANKS [6022];2016;0.2693;312000;12475000;;17072000;;5804000;-1129000;;;;;;;;;;;;;11346000;46813000;4597000;;;11346000;;12475000;;17072000;;;;
READING INTERTIOL INC;716634;SERVICES-MOTION PICTURE THEATERS [7830];2016;;;;;;;4566000;;;;;;;;307000;;;;;;;;;;;;;;;;;;;
NEW YORK TIMES CO;71691;NEWSPAPERS;2016;0.144;;29068000;;30526000;;10685000;29239000;-5275000;29068000;1410910000;;-36273000;;3095000;101604000;;;;-2273000;58346000;1555342000;4421000;;;53071000;-5236000;23832000;-4534000;;;;;628104000
MURPHY OIL CORP /DE;717423;PETROLEUM REFINING [2911];2016;;;;;-493115000;;-172590000;76330000;;-275970000;;8582000;;18741000;9090000;;;;;-2027000;-199640000;1874129000;-219172000;;;-199640000;;-275970000;;;;;;
Arrow Fincial Corporation;717538;TIOL COMMERCIAL BANKS [6021];2016;;;-441000;;;;13212000;1138000;;26534000;;;;;554000;;1113000;;;;27672000;;11215000;40000;;27672000;;26534000;;;;;;
NEWPARK RESOURCES INC;71829;OIL & GAS FILED MACHINERY & EQUIPMENT [3533];2016;0.371;;-40712000;;-64754000;;;;;-40712000;;;;;;-57213000;;;;0;-45644000;471496000;-24042000;;;-45644000;;-40712000;;;;;;437836000
Community Bancorp /VT;718413;TIOL COMMERCIAL BANKS [6021];2016;;117439;5396778;;7408190;;2518785;-45385;;5484278;;;;121138;;;;;;;5438893;24248114;1923912;13053;;5438893;;5484278;;7408190;;;;
Activision Blizzard  Inc.;718877;SERVICES-PREPACKAGED SOFTWARE [7372];2016;0.13;;962000000;;1106000000;;3.87E+08;4000000;;966000000;;-2.39E+08;;;9000000;1412000000;;;;;970000000;;140000000;;;;;966000000;;1106000000;;;;
STAAR SURGICAL CO;718937;OPHTHALMIC GOODS [3851];2016;;;;;;;-4231000;;;;;373000;;;12000;;;;;;;;;;;;;;;;;;;
BOVIE MEDICAL CORP;719135;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2016;;;-3950000;;-3886000;;;;;-3950000;;;;;;-3792000;;17915000;;;;36627000;64000;;21707000;;;-3950000;;;;;;18712000
ISRAMCO INC;719209;CRUDE PETROLEUM & TURAL GAS [1311];2016;;;;;8523000;;2889000;;-1856000;6745000;46419000;;;650000;;14067000;;;;;4889000;54942000;3634000;;40875000;6745000;-1856000;4889000;;8523000;;;;
S&T BANCORP INC;719220;STATE COMMERCIAL BANKS [6022];2016;0.262;;71167000;;96697000;;;;;71392000;;;;;;;;;;;74065000;227774000;25305000;;;74065000;;71392000;;96697000;;;;
FIRST TIOL CORP /VA/;719402;STATE COMMERCIAL BANKS [6022];2016;;;5907000;;8260000;;2808000;;;5907000;;;;;;;;;;;6635000;25237000;2353000;;;6635000;;5907000;;;;;;
HECLA MINING CO/DE/;719413;MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400];2016;0.28;;68995000;;96975000;;33941000;-1971000;;69547000;;6853000;;-390000;565000;116944000;;191506000;;;67576000;645957000;27428000;;74562000;67576000;;69547000;;96975000;;;;454451000
Inrad Optics  Inc.;719494;ELECTRONIC COMPONENTS, NEC [3679];2016;0;;;;-605085;;;;;-605085;10262954;;;;;-496429;;;;;;9766525;0;;;;;-605085;;-605085;;;;7812248
SVB FINCIAL GROUP;719739;STATE COMMERCIAL BANKS [6022];2016;0.395;;382685000;;640599000;;;8026000;;;;;;;;;;;;;398292000;1193396000;250333000;;;390711000;7581000;390266000;;;;;;
WILLIAMS SONOMA INC;719955;RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES [5700];2016;0.353;;305387000;;471911000;;7700000;;;305387000;;;;;;472599000;;1883310000;;;306100000;;166524000;;;306100000;;305387000;;;;;;
MAINSOURCE FINCIAL GROUP;720002;STATE COMMERCIAL BANKS [6022];2016;;397000;38323000;;50460000;;17661000;;;38323000;;;;;75000;;;;;;28778000;128327000;12137000;436000;;28778000;;38323000;;50460000;;;;
INVESTORS TITLE CO;720858;TITLE INSURANCE [6361];2016;;;19523118;;28131452;;9733482;278432;-7666;19523118;;;;;52974;;;;;;19793884;138492414;8616000;;;19801550;-7666;19515452;;28131452;;;;
TOTAL SYSTEM SERVICES INC;721683;SERVICES-BUSINESS SERVICES, NEC [7389];2016;;15695000;;;461214000;;161425000;-22946000;6002000;319638000;;8715000;25933000;;9127000;573382000;;;;;303026000;;161175000;;;297024000;6334000;325972000;;461214000;;;;
LAKELAND FINCIAL CORP;721994;STATE COMMERCIAL BANKS [6022];2016;;311000;52084000;;77217000;;27026000;-4529000;;52084000;;;;;726000;;;;;;47555000;138951000;25133000;190000;;47555000;;52084000;;77217000;;;;
NOBILITY HOMES INC;72205;MOBILE HOMES [2451];2016;;;;;9184236;;3122640;;;5965194;;;;;253435;4153799;;7936135;;;5983641;34053290;3219042;;;5983641;;5965194;;;;;;26117155
NOBLE ENERGY INC;72207;CRUDE PETROLEUM & TURAL GAS [1311];2016;0.444;;;;-1772000000;;;2000000;13000000;-998000000;;;102000000;;;-1296000000;;;;;-983000000;;-787000000;;;-996000000;13000000;-985000000;;;;;;
NORTECH SYSTEMS INC;722313;ELECTRONIC COMPONENTS, NEC [3679];2016;;134000;;;;;27000;;;;;107000;;;-32000;;;;;;;;;16000;;;;;;;;;;
COMMUNITY BANK SYSTEM  INC.;723188;TIOL COMMERCIAL BANKS [6021];2016;0.328;;103262000;;154597000;;;;;103812000;;;;;;;;;;;92420000;285187000;50785000;;266848000;92420000;;103812000;;154597000;;;;
Nordstrom Inc.;72333;RETAIL-FAMILY CLOTHING STORES [5651];2016;0.482;;354000000;;;;;;;354000000;;;;;;;;;;;369000000;;330000000;;;369000000;;354000000;;;;;;
AVIS BUDGET GROUP  INC.;723612;SERVICES-AUTO RENTAL & LEASING (NO DRIVERS) [7510];2016;0.416;;;;279000000;;;-7000000;;;;;0;;;;;;;;156000000;;116000000;;;156000000;;163000000;;279000000;;;;
